Value,S,K,tau,r,BS
0.940000002,446.7189744,465,0.166666667,0.02962,Over
34.70264245,446.7189744,415,0.166666667,0.02962,Under
0.315000003,445.25269,480,0.277777778,0.02962,Over
10.89903041,445.25269,445,0.277777778,0.02962,Over
1.255000155,448.3251089,455,0.055555556,0.02962,Over
0.440001768,446.7189744,470,0.166666667,0.02962,Over
1.065000016,445.25269,470,0.277777778,0.02962,Over
22.28111956,445.25269,430,0.277777778,0.02962,Under
35.37320929,445.25269,415,0.277777778,0.02962,Under
5.875000003,446.7189744,450,0.166666667,0.02962,Over
34.22745299,448.3251089,415,0.055555556,0.02962,Under
8.850380035,446.7189744,445,0.166666667,0.02962,Over
24.43389495,448.3251089,425,0.055555556,0.02962,Under
20.61651031,446.7189744,430,0.166666667,0.02962,Under
3.440000025,445.25269,460,0.277777778,0.02962,Over
0.250000001,446.7189744,475,0.166666667,0.02962,Over
30.78917946,445.25269,420,0.277777778,0.02962,Under
14.23305978,445.25269,440,0.277777778,0.02962,Over
14.73033817,448.3251089,435,0.055555556,0.02962,Under
5.190000003,445.25269,455,0.277777778,0.02962,Over
29.33067486,448.3251089,420,0.055555556,0.02962,Under
16.4861325,446.7189744,435,0.166666667,0.02962,Under
44.33839744,446.7189744,405,0.166666667,0.02962,Under
0.410000023,448.3251089,460,0.055555556,0.02962,Over
3.624999997,446.7189744,455,0.166666667,0.02962,Over
39.98723914,445.25269,410,0.277777778,0.02962,Under
29.91226504,446.7189744,420,0.166666667,0.02962,Under
7.815000003,445.25269,450,0.277777778,0.02962,Over
0.190001481,448.3251089,465,0.055555556,0.02962,Over
19.50211611,448.3251089,430,0.055555556,0.02962,Under
10.29855806,448.3251089,440,0.055555556,0.02962,Under
12.45075498,446.7189744,440,0.166666667,0.02962,Over
39.15923198,448.3251089,410,0.055555556,0.02962,Under
44.696269,445.25269,405,0.277777778,0.02962,Under
26.55014947,445.25269,425,0.277777778,0.02962,Under
6.246778987,448.3251089,445,0.055555556,0.02962,Over
3.190000016,448.3251089,450,0.055555556,0.02962,Over
1.940000842,446.7189744,460,0.166666667,0.02962,Over
39.55301995,446.7189744,410,0.166666667,0.02962,Under
30.57309043,445.0663559,420,0.265873016,0.02982,Under
35.12860547,445.0663559,415,0.265873016,0.02982,Under
23.37747957,447.4146311,425,0.043650794,0.02982,Under
26.04757538,445.0663559,425,0.265873016,0.02982,Under
43.76280348,446.3030347,405,0.154761905,0.02982,Under
44.38963558,445.0663559,405,0.265873016,0.02982,Under
0.530003316,445.0663559,475,0.265873016,0.02982,Over
0.285000005,445.0663559,480,0.265873016,0.02982,Over
24.66989095,446.3030347,425,0.154761905,0.02982,Under
20.12791278,446.3030347,430,0.154761905,0.02982,Under
8.356979222,446.3030347,445,0.154761905,0.02982,Over
5.440000019,446.3030347,450,0.154761905,0.02982,Over
17.8165452,445.0663559,435,0.265873016,0.02982,Under
0.440000971,446.3030347,470,0.154761905,0.02982,Over
13.70048778,447.4146311,435,0.043650794,0.02982,Under
5.189999999,445.0663559,455,0.265873016,0.02982,Over
0.845000006,446.3030347,465,0.154761905,0.02982,Over
33.14447133,447.4146311,415,0.043650794,0.02982,Under
0.155000031,446.3030347,475,0.154761905,0.02982,Over
15.9959345,446.3030347,435,0.154761905,0.02982,Under
5.248505949,447.4146311,445,0.043650794,0.02982,Over
7.499999997,445.0663559,450,0.265873016,0.02982,Over
10.33051552,445.0663559,445,0.265873016,0.02982,Over
1.125000005,445.0663559,470,0.265873016,0.02982,Over
34.21384968,446.3030347,415,0.154761905,0.02982,Under
29.361869,446.3030347,420,0.154761905,0.02982,Under
0.280000075,447.4146311,460,0.043650794,0.02982,Over
1.69000206,446.3030347,460,0.154761905,0.02982,Over
2.440001913,447.4146311,450,0.043650794,0.02982,Over
21.90206027,445.0663559,430,0.265873016,0.02982,Under
3.189999999,446.3030347,455,0.154761905,0.02982,Over
0.125001334,447.4146311,465,0.043650794,0.02982,Over
0.84500176,447.4146311,455,0.043650794,0.02982,Over
38.97582652,446.3030347,410,0.154761905,0.02982,Under
9.176991834,447.4146311,440,0.043650794,0.02982,Under
2.005006156,445.0663559,465,0.265873016,0.02982,Over
18.5039867,447.4146311,430,0.043650794,0.02982,Under
3.255000045,445.0663559,460,0.265873016,0.02982,Over
28.27597543,447.4146311,420,0.043650794,0.02982,Under
39.73912052,445.0663559,410,0.265873016,0.02982,Under
38.10796893,447.4146311,410,0.043650794,0.02982,Under
11.89395633,446.3030347,440,0.154761905,0.02982,Under
13.91603013,445.0663559,440,0.265873016,0.02982,Over
36.90739252,444.1861274,410,0.150793651,0.02993,Under
6.500000931,442.5253661,450,0.261904762,0.02993,Over
4.315000004,442.5253661,455,0.261904762,0.02993,Over
32.05490746,444.1861274,415,0.150793651,0.02993,Under
15.73691834,442.5253661,435,0.261904762,0.02993,Under
14.14996916,444.1861274,435,0.150793651,0.02993,Under
23.96883668,442.5253661,425,0.261904762,0.02993,Under
2.505000025,444.1861274,455,0.150793651,0.02993,Over
32.89075502,442.5253661,415,0.261904762,0.02993,Under
21.35126013,445.4717879,425,0.03968254,0.02993,Under
42.00267335,442.5253661,405,0.261904762,0.02993,Under
3.87500002,445.4717879,445,0.03968254,0.02993,Over
36.11845664,445.4717879,410,0.03968254,0.02993,Under
37.35171418,442.5253661,410,0.261904762,0.02993,Under
16.5471951,445.4717879,430,0.03968254,0.02993,Under
19.75787751,442.5253661,430,0.261904762,0.02993,Under
1.470000002,445.4717879,450,0.03968254,0.02993,Over
12.15096422,442.5253661,440,0.261904762,0.02993,Over
0.565000175,444.1861274,465,0.150793651,0.02993,Over
0.255000006,442.5253661,480,0.261904762,0.02993,Over
11.80313012,445.4717879,435,0.03968254,0.02993,Under
1.504999998,442.5253661,465,0.261904762,0.02993,Over
9.250000004,442.5253661,445,0.261904762,0.02993,Over
27.29742292,444.1861274,420,0.150793651,0.02993,Under
2.690000395,442.5253661,460,0.261904762,0.02993,Over
0.440006972,442.5253661,475,0.261904762,0.02993,Over
28.42979585,442.5253661,420,0.261904762,0.02993,Under
18.37245375,444.1861274,430,0.150793651,0.02993,Under
7.434065036,445.4717879,440,0.03968254,0.02993,Under
41.66487662,444.1861274,405,0.150793651,0.02993,Under
0.190000001,444.1861274,475,0.150793651,0.02993,Over
10.35748458,444.1861274,440,0.150793651,0.02993,Under
31.18439034,445.4717879,415,0.03968254,0.02993,Under
4.315005262,444.1861274,450,0.150793651,0.02993,Over
26.28532517,445.4717879,420,0.03968254,0.02993,Under
1.254999998,444.1861274,460,0.150793651,0.02993,Over
0.440000001,445.4717879,455,0.03968254,0.02993,Over
0.345002638,444.1861274,470,0.150793651,0.02993,Over
0.160000761,445.4717879,460,0.03968254,0.02993,Over
7.065000001,444.1861274,445,0.150793651,0.02993,Over
0.755000235,442.5253661,470,0.261904762,0.02993,Over
22.72493837,444.1861274,425,0.150793651,0.02993,Under
1.315011001,445.04224,460,0.146825397,0.03003,Over
17.20392138,446.2729933,430,0.035714286,0.03003,Under
27.98501353,445.04224,420,0.146825397,0.03003,Under
18.87400816,445.04224,430,0.146825397,0.03003,Under
6.690000132,443.8164193,450,0.257936508,0.03003,Over
0.470005127,443.8164193,475,0.257936508,0.03003,Over
1.685000001,443.8164193,465,0.257936508,0.03003,Over
42.44902161,445.04224,405,0.146825397,0.03003,Under
0.410000002,446.2729933,455,0.035714286,0.03003,Over
4.564999997,443.8164193,455,0.257936508,0.03003,Over
16.67784088,443.8164193,435,0.257936508,0.03003,Under
4.005001254,446.2729933,445,0.035714286,0.03003,Over
0.15500001,445.04224,475,0.146825397,0.03003,Over
13.02642044,443.8164193,440,0.257936508,0.03003,Under
26.97320188,446.2729933,420,0.035714286,0.03003,Under
24.91068179,443.8164193,425,0.257936508,0.03003,Under
7.869640397,446.2729933,440,0.035714286,0.03003,Under
22.07356196,446.2729933,425,0.035714286,0.03003,Under
36.83749322,446.2729933,410,0.035714286,0.03003,Under
0.125000007,445.04224,480,0.146825397,0.03003,Over
23.38201088,445.04224,425,0.146825397,0.03003,Under
38.4499431,443.8164193,410,0.257936508,0.03003,Under
37.66102321,445.04224,410,0.146825397,0.03003,Under
1.564999999,446.2729933,450,0.035714286,0.03003,Over
4.565001341,445.04224,450,0.146825397,0.03003,Over
29.30710224,443.8164193,420,0.257936508,0.03003,Under
12.42928078,446.2729933,435,0.035714286,0.03003,Under
43.16136353,443.8164193,405,0.257936508,0.03003,Under
2.565000016,445.04224,455,0.146825397,0.03003,Over
9.56500002,443.8164193,445,0.257936508,0.03003,Over
14.6760054,445.04224,435,0.146825397,0.03003,Under
33.83352267,443.8164193,415,0.257936508,0.03003,Under
10.8530027,445.04224,440,0.146825397,0.03003,Under
0.220000029,443.8164193,480,0.257936508,0.03003,Over
0.565000173,445.04224,465,0.146825397,0.03003,Over
20.63926133,443.8164193,430,0.257936508,0.03003,Under
32.74301618,445.04224,415,0.146825397,0.03003,Under
31.90784325,446.2729933,415,0.035714286,0.03003,Under
7.375000051,445.04224,445,0.146825397,0.03003,Over
3.005000106,443.8164193,460,0.257936508,0.03003,Over
0.315005058,445.04224,470,0.146825397,0.03003,Over
0.905000049,443.8164193,470,0.257936508,0.03003,Over
1.005000014,444.7248724,470,0.253968254,0.02982,Over
1.470004425,446.4020774,460,0.142857143,0.02982,Over
8.680538184,447.5142016,440,0.031746032,0.02982,Under
24.42872678,446.4020774,425,0.142857143,0.02982,Under
1.875008343,444.7248724,465,0.253968254,0.02982,Over
15.50623595,446.4020774,435,0.142857143,0.02982,Under
0.505003302,444.7248724,475,0.253968254,0.02982,Over
7.91874687,446.4020774,445,0.142857143,0.02982,Over
38.83496819,446.4020774,410,0.142857143,0.02982,Under
34.36093469,444.7248724,415,0.253968254,0.02982,Under
29.06247201,446.4020774,420,0.142857143,0.02982,Under
2.815000001,446.4020774,455,0.142857143,0.02982,Over
0.255000007,444.7248724,480,0.253968254,0.02982,Over
43.78548725,444.7248724,405,0.253968254,0.02982,Under
25.3713819,444.7248724,425,0.253968254,0.02982,Under
0.625000072,446.4020774,465,0.142857143,0.02982,Over
19.82498152,446.4020774,430,0.142857143,0.02982,Under
28.07161344,447.5142016,420,0.031746032,0.02982,Under
1.815008144,447.5142016,450,0.031746032,0.02982,Over
0.315005882,446.4020774,470,0.142857143,0.02982,Over
39.07321091,444.7248724,410,0.253968254,0.02982,Under
18.23607563,447.5142016,430,0.031746032,0.02982,Under
13.3658069,447.5142016,435,0.031746032,0.02982,Under
5.065000044,446.4020774,450,0.142857143,0.02982,Over
9.832276565,444.7248724,445,0.253968254,0.02982,Over
0.500000001,447.5142016,455,0.031746032,0.02982,Over
16.94682909,444.7248724,435,0.253968254,0.02982,Under
13.23455272,444.7248724,440,0.253968254,0.02982,Over
43.68870795,446.4020774,405,0.142857143,0.02982,Under
7.000000014,444.7248724,450,0.253968254,0.02982,Over
21.09410547,444.7248724,430,0.253968254,0.02982,Under
0.155000013,446.4020774,475,0.142857143,0.02982,Over
23.19634453,447.5142016,425,0.031746032,0.02982,Under
29.7686584,444.7248724,420,0.253968254,0.02982,Under
34.01122135,446.4020774,415,0.142857143,0.02982,Under
4.530268908,447.5142016,445,0.031746032,0.02982,Over
0.160000446,447.5142016,460,0.031746032,0.02982,Over
3.065000074,444.7248724,460,0.253968254,0.02982,Over
4.815000003,444.7248724,455,0.253968254,0.02982,Over
11.52749061,446.4020774,440,0.142857143,0.02982,Over
3.815000004,442.1827138,455,0.25,0.02993,Over
25.84129245,443.0939992,420,0.138888889,0.02993,Under
5.754999998,443.0939992,445,0.138888889,0.02993,Over
5.690003937,442.1827138,450,0.25,0.02993,Over
24.82422939,444.2551857,420,0.027777778,0.02993,Under
11.277733,442.1827138,440,0.25,0.02993,Over
30.63055053,443.0939992,415,0.138888889,0.02993,Under
22.97590857,442.1827138,425,0.25,0.02993,Under
2.190000001,444.2551857,445,0.027777778,0.02993,Over
36.74408985,442.1827138,410,0.25,0.02993,Under
21.3620338,443.0939992,425,0.138888889,0.02993,Under
14.95753435,444.2551857,430,0.027777778,0.02993,Under
0.160000449,444.2551857,455,0.027777778,0.02993,Over
3.255,443.0939992,450,0.138888889,0.02993,Over
31.90136295,442.1827138,415,0.25,0.02993,Under
40.33906735,443.0939992,405,0.138888889,0.02993,Under
0.845000003,443.0939992,460,0.138888889,0.02993,Over
41.32681697,442.1827138,405,0.25,0.02993,Under
18.70318138,442.1827138,430,0.25,0.02993,Under
8.924258419,443.0939992,440,0.138888889,0.02993,Over
0.565004852,444.2551857,450,0.027777778,0.02993,Over
16.81777535,443.0939992,430,0.138888889,0.02993,Under
0.220000001,443.0939992,470,0.138888889,0.02993,Over
5.560844837,444.2551857,440,0.027777778,0.02993,Over
0.75500016,442.1827138,470,0.25,0.02993,Over
19.88837979,444.2551857,425,0.027777778,0.02993,Under
8.249999997,442.1827138,445,0.25,0.02993,Over
0.440004745,442.1827138,475,0.25,0.02993,Over
35.54480893,443.0939992,410,0.138888889,0.02993,Under
14.86545424,442.1827138,435,0.25,0.02993,Over
0.255000002,442.1827138,480,0.25,0.02993,Over
27.40863577,442.1827138,420,0.25,0.02993,Under
2.440000811,442.1827138,460,0.25,0.02993,Over
0.500000203,443.0939992,465,0.138888889,0.02993,Over
1.255000003,442.1827138,465,0.25,0.02993,Over
1.875000422,443.0939992,455,0.138888889,0.02993,Over
10.08669117,444.2551857,435,0.027777778,0.02993,Under
12.52351684,443.0939992,435,0.138888889,0.02993,Over
18.95787884,433.310033,415,0.011904762,0.02993,Under
0.565000007,431.9013335,455,0.123015873,0.02993,Over
2.125000039,431.9013335,445,0.123015873,0.02993,Under
5.468223322,433.310033,430,0.011904762,0.02993,Under
25.28312579,431.9013335,410,0.123015873,0.02993,Under
8.38,430.9624272,435,0.234126984,0.02993,Under
1.005,430.9624272,460,0.234126984,0.02993,Over
3.69,431.9013335,440,0.123015873,0.02993,Under
6.000000001,431.9013335,435,0.123015873,0.02993,Under
9.231624566,431.9013335,430,0.123015873,0.02993,Under
0.190006709,431.9013335,460,0.123015873,0.02993,Over
1.504999998,430.9624272,455,0.234126984,0.02993,Over
28.7693128,433.310033,405,0.011904762,0.02993,Under
2.405000001,433.310033,435,0.011904762,0.02993,Under
0.440000293,430.9624272,470,0.234126984,0.02993,Over
14.11965631,433.310033,420,0.011904762,0.02993,Under
12.65325157,431.9013335,425,0.123015873,0.02993,Under
0.12501021,431.9013335,465,0.123015873,0.02993,Over
1.065008709,431.9013335,450,0.123015873,0.02993,Over
26.58042685,430.9624272,410,0.234126984,0.02993,Under
0.250004071,430.9624272,475,0.234126984,0.02993,Over
0.5,433.310033,440,0.011904762,0.02993,Under
20.93149809,431.9013335,415,0.123015873,0.02993,Under
6.000003901,430.9624272,440,0.234126984,0.02993,Under
29.89474715,431.9013335,405,0.123015873,0.02993,Under
9.621441104,433.310033,425,0.011904762,0.02993,Under
14.43017074,430.9624272,425,0.234126984,0.02993,Under
31.10552258,430.9624272,405,0.234126984,0.02993,Under
4.19,430.9624272,445,0.234126984,0.02993,Under
11.53008545,430.9624272,430,0.234126984,0.02993,Under
0.16,430.9624272,480,0.234126984,0.02993,Under
2.690000149,430.9624272,450,0.234126984,0.02993,Over
23.83109389,433.310033,410,0.011904762,0.02993,Under
0.565000175,430.9624272,465,0.234126984,0.02993,Over
22.80034148,430.9624272,415,0.234126984,0.02993,Under
18.14525611,430.9624272,420,0.234126984,0.02993,Under
16.69987496,431.9013335,420,0.123015873,0.02993,Under
27.26957807,431.2846156,410,0.23015873,0.02972,Under
3.940000004,431.2846156,445,0.23015873,0.02972,Over
0.375004211,431.2846156,465,0.23015873,0.02972,Over
9.092641548,433.3024073,425,0.007936508,0.02972,Under
12.3396876,431.9636481,425,0.119047619,0.02972,Under
4.778827257,433.3024073,430,0.007936508,0.02972,Under
31.73549073,431.2846156,405,0.23015873,0.02972,Under
1.720000001,433.3024073,435,0.007936508,0.02972,Under
0.19000498,431.9636481,460,0.119047619,0.02972,Over
3.375000001,431.9636481,440,0.119047619,0.02972,Under
24.97670518,431.9636481,410,0.119047619,0.02972,Under
1.875000126,431.9636481,445,0.119047619,0.02972,Over
5.690000001,431.9636481,435,0.119047619,0.02972,Under
5.750004982,431.2846156,440,0.23015873,0.02972,Over
1.315000001,431.2846156,455,0.23015873,0.02972,Over
0.250000004,433.3024073,440,0.007936508,0.02972,Under
20.4343732,431.9636481,415,0.119047619,0.02972,Under
29.64404469,431.9636481,405,0.119047619,0.02972,Under
23.05367044,431.2846156,415,0.23015873,0.02972,Under
23.55911249,433.3024073,410,0.007936508,0.02972,Under
18.6202831,433.3024073,415,0.007936508,0.02972,Under
8.737340928,431.9636481,430,0.119047619,0.02972,Under
0.410000116,431.9636481,455,0.119047619,0.02972,Over
0.755000041,431.2846156,460,0.23015873,0.02972,Over
16.13702235,431.9636481,420,0.119047619,0.02972,Under
0.255,431.2846156,470,0.23015873,0.02972,Over
18.83774536,431.2846156,420,0.23015873,0.02972,Under
2.255000836,431.2846156,450,0.23015873,0.02972,Over
14.93183664,431.2846156,425,0.23015873,0.02972,Under
11.46591528,431.2846156,430,0.23015873,0.02972,Under
0.190000001,431.2846156,475,0.23015873,0.02972,Over
8.250000003,431.2846156,435,0.23015873,0.02972,Under
0.940000001,431.9636481,450,0.119047619,0.02972,Over
13.74646232,433.3024073,420,0.007936508,0.02972,Under
0.440000678,430.3466997,465,0.222222222,0.02951,Over
1.405001481,431.090249,445,0.115079365,0.02951,Over
4.940000099,431.090249,435,0.115079365,0.02951,Under
0.285003602,430.3466997,470,0.222222222,0.02951,Over
5.190000001,430.3466997,440,0.222222222,0.02951,Over
0.440000022,431.090249,455,0.115079365,0.02951,Over
2.190000787,430.3466997,450,0.222222222,0.02951,Over
2.565006314,431.9496486,430,0.003968254,0.02951,Under
21.81427355,430.3466997,415,0.222222222,0.02951,Under
0.565000345,430.3466997,460,0.222222222,0.02951,Over
28.71829303,431.090249,405,0.115079365,0.02951,Under
19.50219536,431.090249,415,0.115079365,0.02951,Under
7.863048886,431.090249,430,0.115079365,0.02951,Under
7.279414529,431.9496486,425,0.003968254,0.02951,Under
17.90695516,430.3466997,420,0.222222222,0.02951,Under
24.0452442,431.090249,410,0.115079365,0.02951,Under
15.26914652,431.090249,420,0.115079365,0.02951,Under
2.690000003,431.090249,440,0.115079365,0.02951,Over
0.125000001,430.3466997,480,0.222222222,0.02951,Under
30.43391131,430.3466997,405,0.222222222,0.02951,Under
0.160006782,431.090249,460,0.115079365,0.02951,Over
7.879999998,430.3466997,435,0.222222222,0.02951,Under
11.47110292,431.090249,425,0.115079365,0.02951,Under
0.160004304,431.9496486,435,0.003968254,0.02951,Over
25.90159194,430.3466997,410,0.222222222,0.02951,Under
3.500000002,430.3466997,445,0.222222222,0.02951,Over
0.155000002,430.3466997,475,0.222222222,0.02951,Over
0.625000006,431.090249,450,0.115079365,0.02951,Over
10.40731844,430.3466997,430,0.222222222,0.02951,Under
1.125,430.3466997,455,0.222222222,0.02951,Over
0.125002783,431.090249,465,0.115079365,0.02951,Under
13.93964149,430.3466997,425,0.222222222,0.02951,Under
0.190000005,432.1676924,470,0.218253968,0.02993,Over
1.190000002,432.1676924,455,0.218253968,0.02993,Over
12.91179968,433.4957861,425,0.111111111,0.02993,Under
0.125000033,432.1676924,475,0.218253968,0.02993,Over
3.815000003,432.1676924,445,0.218253968,0.02993,Over
0.750000001,433.4957861,450,0.111111111,0.02993,Over
30.84039904,433.4957861,405,0.111111111,0.02993,Under
21.5936025,433.4957861,415,0.111111111,0.02993,Under
8.86340551,433.4957861,430,0.111111111,0.02993,Under
0.410001816,432.1676924,465,0.218253968,0.02993,Over
0.375000264,433.4957861,455,0.111111111,0.02993,Over
27.59223137,432.1676924,410,0.218253968,0.02993,Under
15.31489832,432.1676924,425,0.218253968,0.02993,Under
31.98966875,432.1676924,405,0.218253968,0.02993,Under
2.125001143,432.1676924,450,0.218253968,0.02993,Over
11.53244536,432.1676924,430,0.218253968,0.02993,Under
19.15233422,432.1676924,420,0.218253968,0.02993,Under
23.05977896,432.1676924,415,0.218253968,0.02993,Under
5.755000003,433.4957861,435,0.111111111,0.02993,Under
26.17199945,433.4957861,410,0.111111111,0.02993,Under
8.249999998,432.1676924,435,0.218253968,0.02993,Under
5.565003859,432.1676924,440,0.218253968,0.02993,Over
0.16,433.4957861,460,0.111111111,0.02993,Over
1.690000295,433.4957861,445,0.111111111,0.02993,Over
16.95519952,433.4957861,420,0.111111111,0.02993,Under
0.660000123,432.1676924,460,0.218253968,0.02993,Over
3.255000001,433.4957861,440,0.111111111,0.02993,Over
22.50530809,434.8916884,415,0.099206349,0.03013,Under
0.160009347,434.8916884,460,0.099206349,0.03013,Over
1.874999998,431.6238983,460,0.341269841,0.03013,Over
0.255000001,433.8638638,465,0.206349206,0.03013,Over
20.47202979,433.8638638,420,0.206349206,0.03013,Under
17.96023063,434.8916884,420,0.099206349,0.03013,Under
12.46901235,433.8638638,430,0.206349206,0.03013,Under
27.08538511,434.8916884,410,0.099206349,0.03013,Under
4.315000003,431.6238983,450,0.341269841,0.03013,Over
4.005000002,433.8638638,445,0.206349206,0.03013,Over
1.254999998,433.8638638,455,0.206349206,0.03013,Over
21.67040447,431.6238983,420,0.341269841,0.03013,Under
14.40270276,431.6238983,430,0.341269841,0.03013,Under
29.8831067,431.6238983,410,0.341269841,0.03013,Under
0.345000344,434.8916884,455,0.099206349,0.03013,Over
2.255000521,433.8638638,450,0.206349206,0.03013,Over
16.00301986,433.8638638,425,0.206349206,0.03013,Under
33.2490596,433.8638638,405,0.206349206,0.03013,Under
0.595001676,431.6238983,470,0.341269841,0.03013,Over
3.625005215,434.8916884,440,0.099206349,0.03013,Over
0.78,434.8916884,450,0.099206349,0.03013,Over
24.31103972,433.8638638,415,0.206349206,0.03013,Under
13.66515376,434.8916884,425,0.099206349,0.03013,Under
0.12500021,433.8638638,470,0.206349206,0.03013,Over
9.550076877,434.8916884,430,0.099206349,0.03013,Under
28.84505221,433.8638638,410,0.206349206,0.03013,Under
6.190000335,433.8638638,440,0.206349206,0.03013,Over
31.91546145,434.8916884,405,0.099206349,0.03013,Under
8.500000114,431.6238983,440,0.341269841,0.03013,Under
1.720000137,434.8916884,445,0.099206349,0.03013,Over
6.315,434.8916884,435,0.099206349,0.03013,Under
0.755000033,433.8638638,460,0.206349206,0.03013,Over
8.874999998,433.8638638,435,0.206349206,0.03013,Under
0.220000016,431.6238983,480,0.341269841,0.03013,Over
11.38,431.6947408,435,0.341269841,0.03003,Under
0.345004956,433.7343048,465,0.202380952,0.03003,Over
0.160005986,434.7576774,460,0.095238095,0.03003,Over
5.880000001,431.6947408,445,0.341269841,0.03003,Over
20.03411396,433.7343048,420,0.202380952,0.03003,Under
0.780000001,434.7576774,450,0.095238095,0.03003,Over
2.94000056,431.6947408,455,0.341269841,0.03003,Over
22.19788474,434.7576774,415,0.095238095,0.03003,Under
28.7235238,433.7343048,410,0.202380952,0.03003,Under
31.66432274,434.7576774,405,0.095238095,0.03003,Under
1.625000001,431.6947408,460,0.341269841,0.03003,Over
0.345000216,434.7576774,455,0.095238095,0.03003,Over
3.565005792,434.7576774,440,0.095238095,0.03003,Over
5.875000638,433.7343048,440,0.202380952,0.03003,Over
1.660000155,434.7576774,445,0.095238095,0.03003,Over
6.124999999,434.7576774,435,0.095238095,0.03003,Under
9.425731483,434.7576774,430,0.095238095,0.03003,Under
1.255,433.7343048,455,0.202380952,0.03003,Over
13.47644086,434.7576774,425,0.095238095,0.03003,Under
17.67716129,434.7576774,420,0.095238095,0.03003,Under
8.75,433.7343048,435,0.202380952,0.03003,Under
4.065000016,431.6947408,450,0.341269841,0.03003,Over
2.37500028,433.7343048,450,0.202380952,0.03003,Over
14.57902045,431.6947408,430,0.341269841,0.03003,Under
29.94010005,431.6947408,410,0.341269841,0.03003,Under
21.72706003,431.6947408,420,0.341269841,0.03003,Under
0.220000017,431.6947408,480,0.341269841,0.03003,Over
33.03322794,433.7343048,405,0.202380952,0.03003,Under
3.814999999,433.7343048,445,0.202380952,0.03003,Over
0.50500545,431.6947408,470,0.341269841,0.03003,Over
0.125000162,433.7343048,470,0.202380952,0.03003,Over
26.89860742,434.7576774,410,0.095238095,0.03003,Under
0.565000388,433.7343048,460,0.202380952,0.03003,Over
8.000000209,431.6947408,440,0.341269841,0.03003,Over
18.02804771,431.6947408,425,0.341269841,0.03003,Under
12.21470704,433.7343048,430,0.202380952,0.03003,Under
24.18881861,433.7343048,415,0.202380952,0.03003,Under
16.1244093,433.7343048,425,0.202380952,0.03003,Under
0.125000002,440.5976748,465,0.091269841,0.03023,Over
2.190000628,439.178772,455,0.198412698,0.03023,Over
10.75,436.9585304,440,0.333333333,0.03023,Under
6.375000033,440.5976748,440,0.091269841,0.03023,Under
0.78,440.5976748,455,0.091269841,0.03023,Over
37.97569832,439.178772,405,0.198412698,0.03023,Under
22.8499007,440.5976748,420,0.091269841,0.03023,Under
5.815000435,439.178772,445,0.198412698,0.03023,Over
27.55611887,440.5976748,415,0.091269841,0.03023,Under
32.4173419,440.5976748,410,0.091269841,0.03023,Under
8.000000153,436.9585304,445,0.333333333,0.03023,Over
3.875000003,439.178772,450,0.198412698,0.03023,Over
25.60947866,436.9585304,420,0.333333333,0.03023,Under
3.625002649,440.5976748,445,0.091269841,0.03023,Over
0.685001215,436.9585304,470,0.333333333,0.03023,Over
37.24856504,440.5976748,405,0.091269841,0.03023,Under
33.31559958,439.178772,410,0.198412698,0.03023,Under
0.345000268,440.5976748,460,0.091269841,0.03023,Over
5.69,436.9585304,450,0.333333333,0.03023,Over
13.81244716,440.5976748,430,0.091269841,0.03023,Under
18.08474979,436.9585304,430,0.333333333,0.03023,Under
1.720000095,440.5976748,450,0.091269841,0.03023,Over
16.06519937,439.178772,430,0.198412698,0.03023,Under
3.940000015,436.9585304,455,0.333333333,0.03023,Over
0.255000015,436.9585304,480,0.333333333,0.03023,Over
8.815000002,439.178772,440,0.198412698,0.03023,Under
12.22010587,439.178772,435,0.198412698,0.03023,Under
1.314999998,439.178772,460,0.198412698,0.03023,Over
20.16029905,439.178772,425,0.198412698,0.03023,Under
34.32421799,436.9585304,410,0.333333333,0.03023,Under
0.28,439.178772,470,0.198412698,0.03023,Over
18.26867073,440.5976748,425,0.091269841,0.03023,Under
21.90960899,436.9585304,425,0.333333333,0.03023,Under
24.37539872,439.178772,420,0.198412698,0.03023,Under
0.535000682,439.178772,465,0.198412698,0.03023,Over
28.66549841,439.178772,415,0.198412698,0.03023,Under
0.160000023,439.178772,475,0.198412698,0.03023,Over
14.69987025,436.9585304,435,0.333333333,0.03023,Under
9.986223578,440.5976748,435,0.091269841,0.03023,Under
2.505002471,436.9585304,460,0.333333333,0.03023,Over
0.87500017,438.1551356,470,0.329365079,0.03013,Over
13.9487306,441.0341462,430,0.087301587,0.03013,Under
2.005001259,439.5547475,455,0.194444444,0.03013,Over
1.690000089,441.0341462,450,0.087301587,0.03013,Over
0.280001151,441.0341462,460,0.087301587,0.03013,Over
34.95875925,438.1551356,410,0.329365079,0.03013,Under
22.9524612,441.0341462,420,0.087301587,0.03013,Under
0.565000409,439.5547475,465,0.194444444,0.03013,Over
18.40125308,438.1551356,430,0.329365079,0.03013,Under
28.85396293,439.5547475,415,0.194444444,0.03013,Under
6.250000131,439.5547475,445,0.194444444,0.03013,Over
3.505002085,441.0341462,445,0.087301587,0.03013,Over
6.129999998,438.1551356,450,0.329365079,0.03013,Over
3.814999999,439.5547475,450,0.194444444,0.03013,Over
0.660000002,441.0341462,455,0.087301587,0.03013,Over
12.16080461,439.5547475,435,0.194444444,0.03013,Under
0.160000021,439.5547475,475,0.194444444,0.03013,Over
26.24250617,438.1551356,420,0.329365079,0.03013,Under
